Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;HSD;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
HHFE005;HHFE00540;Exérèse d'un polype de plus de 1cm de diamètre ou de 4 polypes ou plus du côlon et/ou du rectum, par rectosigmoïdoscopie ou par coloscopie partielle;4;0;ADA;50.22 €;50.22 €;1 035;53 910 €;53 853 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHFE005;HHFE00510;Exérèse d'un polype de plus de 1cm de diamètre ou de 4 polypes ou plus du côlon et/ou du rectum, par rectosigmoïdoscopie ou par coloscopie partielle;1;0;ADC;119.17 €;119.17 €;1 325;155 402 €;150 170 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHFE006;HHFE00640;Séance de mucosectomie rectocolique, par endoscopie;4;0;ADA;53.89 €;53.89 €;46 763;2 549 768 €;2 548 295 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHFE006;HHFE00610;Séance de mucosectomie rectocolique, par endoscopie;1;0;ADC;202.03 €;202.03 €;48 262;9 721 494 €;9 719 499 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHGE002;HHGE00240;Ablation de corps étranger du côlon et/ou du rectum, par endoscopie;4;0;ADA;52.05 €;52.05 €;76;4 088 €;4 055 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHGE002;HHGE00210;Ablation de corps étranger du côlon et/ou du rectum, par endoscopie;1;0;ADC;108.31 €;108.31 €;111;11 007 €;10 385 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHGE010;HHGE01040;Ablation d'une endoprothèse du côlon, par coloscopie;4;0;ADA;53.84 €;53.84 €;36;1 811 €;1 811 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHGE010;HHGE01010;Ablation d'une endoprothèse du côlon, par coloscopie;1;0;ATM;108.31 €;108.31 €;39;3 629 €;3 585 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHJE001;HHJE00110;Exsufflation du côlon, par endoscopie;1;0;ATM;129.70 €;129.70 €;639;81 310 €;81 253 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHLE005;HHLE00540;Pose d'une endoprothèse du côlon, par coloscopie;4;0;ADA;137.96 €;137.96 €;260;38 250 €;38 250 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHLE005;HHLE00510;Pose d'une endoprothèse du côlon, par coloscopie;1;0;ATM;347.94 €;347.94 €;274;95 256 €;95 246 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHLH001;HHLH00110;Pose d'une endoprothèse du côlon, avec guidage radiologique;1;0;ATM;167.20 €;167.20 €;92;14 853 €;14 853 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHMA002;HHMA00240;Réfection de stomie cutanée intestinale, par laparotomie;4;0;ADA;103.74 €;103.74 €;357;34 191 €;34 191 €;Chirurgie du côlon;Actes chirurgicaux
HHMA002;HHMA00210;Réfection de stomie cutanée intestinale, par laparotomie;1;0;ADC;307.00 €;230.73 €;387;96 626 €;96 557 €;Chirurgie du côlon;Actes chirurgicaux
HHMA003;HHMA00340;Rétablissement secondaire de la continuité digestive après colectomie, par laparotomie;4;0;ADA;290.88 €;290.88 €;987;293 147 €;292 842 €;Chirurgie du côlon;Actes chirurgicaux
HHMA003;HHMA00310;Rétablissement secondaire de la continuité digestive après colectomie, par laparotomie;1;0;ADC;662.21 €;585.25 €;1 037;685 261 €;683 892 €;Chirurgie du côlon;Actes chirurgicaux
HHMC001;HHMC00140;Rétablissement secondaire de la continuité digestive après colectomie, par coelioscopie;4;0;ADA;314.88 €;314.88 €;138;43 291 €;43 291 €;Chirurgie du côlon;Actes chirurgicaux
HHMC001;HHMC00110;Rétablissement secondaire de la continuité digestive après colectomie, par coelioscopie;1;0;ADC;754.38 €;650.81 €;145;106 876 €;106 838 €;Chirurgie du côlon;Actes chirurgicaux
HHMC005;HHMC00540;Réfection de stomie cutanée intestinale, par coelioscopie;4;0;ADA;127.74 €;127.74 €;28;2 980 €;2 980 €;Chirurgie du côlon;Actes chirurgicaux
HHMC005;HHMC00510;Réfection de stomie cutanée intestinale, par coelioscopie;1;0;ADC;335.81 €;259.53 €;29;7 957 €;7 947 €;Chirurgie du côlon;Actes chirurgicaux
HHNE001;HHNE00140;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par coloscopie totale;4;0;ADA;59.02 €;59.02 €;2 298;143 194 €;143 039 €;Chirurgie du côlon;Actes chirurgicaux
HHNE001;HHNE00110;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par coloscopie totale;1;0;ATM;192.00 €;192.00 €;2 415;451 072 €;451 011 €;Chirurgie du côlon;Actes chirurgicaux
HHNE002;HHNE00240;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par coloscopie totale;4;0;ADA;58.65 €;58.65 €;812;50 492 €;50 492 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHNE002;HHNE00210;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par coloscopie totale;1;0;ADC;192.00 €;192.00 €;848;152 108 €;152 116 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHNE003;HHNE00340;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par rectosigmoïdoscopie ou par coloscopie partielle;4;0;ADA;53.52 €;53.52 €;123;6 573 €;6 573 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHNE003;HHNE00310;Séance de destruction de lésion du côlon et/ou du rectum avec laser, par rectosigmoïdoscopie ou par coloscopie partielle;1;0;ADC;126.54 €;126.54 €;273;33 436 €;33 404 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHNE004;HHNE00440;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par rectosigmoïdoscopie ou par coloscopie partielle;4;0;ADA;52.41 €;52.41 €;133;7 038 €;7 038 €;Chirurgie du côlon;Actes chirurgicaux
HHNE004;HHNE00410;Séance de destruction de lésion du côlon et/ou du rectum sans laser, par rectosigmoïdoscopie ou par coloscopie partielle;1;0;ATM;119.73 €;119.73 €;257;28 716 €;27 478 €;Chirurgie du côlon;Actes chirurgicaux
HHPA001;HHPA00140;Colotomie à visée thérapeutique, par laparotomie;4;0;ADA;130.13 €;130.13 €;77;8 302 €;8 302 €;Chirurgie du côlon;Actes chirurgicaux
HHPA001;HHPA00110;Colotomie à visée thérapeutique, par laparotomie;1;0;ADC;224.04 €;182.61 €;82;13 614 €;13 614 €;Chirurgie du côlon;Actes chirurgicaux
HHPA002;HHPA00240;Colotomie exploratrice, par laparotomie;4;0;ADA;93.84 €;93.84 €;9;624 €;624 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHPA002;HHPA00210;Colotomie exploratrice, par laparotomie;1;0;ADC;224.04 €;182.61 €;10;1 652 €;1 652 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHPC001;HHPC00140;Colotomie exploratrice, par coelioscopie;4;0;ADA;148.42 €;148.42 €;7;1 032 €;1 032 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHPC001;HHPC00110;Colotomie exploratrice, par coelioscopie;1;0;ADC;275.09 €;224.31 €;9;2 062 €;2 052 €;Autres Actes de Chirurgie;Actes chirurgicaux
HHPC002;HHPC00240;Colotomie à visée thérapeutique, par coelioscopie;4;0;ADA;157.07 €;157.07 €;72;10 664 €;10 664 €;Chirurgie du côlon;Actes chirurgicaux
HHPC002;HHPC00210;Colotomie à visée thérapeutique, par coelioscopie;1;0;ADC;275.09 €;224.31 €;76;17 877 €;17 877 €;Chirurgie du côlon;Actes chirurgicaux
HHQD001;HHQD00110;Manométrie du côlon sigmoïde;1;0;ATM;;;1;0 €;0 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HHQD004;HHQD00410;Électromyographie du côlon sigmoïde;1;0;ATM;;;1;0 €;0 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HHQE001;HHQE00140;Coloscopie peropératoire;4;0;ADA;;;1;0 €;0 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHQE001;HHQE00110;Coloscopie peropératoire;1;0;ATM;;;29;106 €;0 €;Autres Actes Médicaux Thérapeutiques;Actes techniques médicaux thérapeutiques
HHQE002;HHQE00240;Coloscopie totale, avec franchissement de l'orifice iléocolique;4;0;ADA;50.58 €;50.58 €;187 904;9 740 843 €;9 734 746 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE002;HHQE00210;Coloscopie totale, avec franchissement de l'orifice iléocolique;1;0;ATM;153.60 €;153.60 €;191 982;29 389 790 €;29 375 825 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE003;HHQE00340;Exploration complète du côlon après colectomie droite, par endoscopie;4;0;ADA;49.85 €;49.85 €;2 973;158 885 €;158 690 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE003;HHQE00310;Exploration complète du côlon après colectomie droite, par endoscopie;1;0;ATM;93.96 €;93.96 €;3 223;263 738 €;261 365 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE004;HHQE00440;Coloscopie partielle au delà du côlon sigmoïde;4;0;ADA;48.02 €;48.02 €;13 124;663 710 €;662 363 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE004;HHQE00410;Coloscopie partielle au delà du côlon sigmoïde;1;0;ATM;73.54 €;73.54 €;26 416;1 732 855 €;1 569 200 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE005;HHQE00540;Coloscopie totale avec visualisation du bas-fond cæcal, sans franchissement de l'orifice iléocolique;4;0;ADA;49.85 €;49.85 €;390 938;20 231 569 €;20 222 064 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQE005;HHQE00510;Coloscopie totale avec visualisation du bas-fond cæcal, sans franchissement de l'orifice iléocolique;1;0;ATM;153.60 €;153.60 €;405 684;62 185 467 €;62 163 676 €;Endoscopie digestive;Actes techniques médicaux diagnostiques
HHQH001;HHQH00110;Radiographie du côlon avec opacification par produit de contraste;1;0;ADI;119.70 €;119.70 €;12 888;1 835 689 €;1 799 983 €;Radiographie de l'abdomen et du tube digestif;Imagerie Radiographie
HHQJ002;HHQJ00240;Échoendoscopie colique sans biopsie;4;0;ADA;53.89 €;53.89 €;417;23 137 €;23 088 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HHQJ002;HHQJ00210;Échoendoscopie colique sans biopsie;1;0;ATM;188.08 €;188.08 €;1 215;225 079 €;225 059 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
HHQX004;HHQX00410;Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 3 à 5 lésions du côlon et/ou du rectum;1;0;ATM;75.29 €;75.29 €;53 918;4 069 740 €;3 980 077 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHQX005;HHQX00510;Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 1 ou 2 lésions du côlon et/ou du rectum;1;0;ATM;51.53 €;51.53 €;288 994;14 934 340 €;14 595 517 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHQX006;HHQX00610;Examen anatomopathologique à visée carcinologique de pièce de colectomie partielle ou de rectosigmoidectomie sans résection du mésorectum;1;0;ATM;102.93 €;102.93 €;14 761;1 522 289 €;1 508 806 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHQX007;HHQX00710;Examen anatomopathologique à visée carcinologique de pièce d'appendicectomie;1;0;ATM;43.05 €;43.05 €;1 279;55 178 €;54 539 €;Autres examens à visée K d'exérèse du tube digestif;Autres examens à visée K d'exérèse du tube digestif
HHQX008;HHQX00810;Examen anatomopathologique à visée carcinologique de pièce d'exérèse endoscopique de 6 lésions ou plus du côlon et/ou du rectum;1;0;ATM;93.51 €;93.51 €;8 237;771 969 €;751 062 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHQX010;HHQX01010;Examen anatomopathologique à visée carcinologique de pièce de colectomie totale;1;0;ATM;124.14 €;124.14 €;1 191;147 969 €;146 003 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHQX011;HHQX01110;Examen anatomopathologique à visée carcinologique de pièce de coloprotectomie totale;1;0;ATM;129.69 €;129.69 €;338;43 895 €;43 401 €;Examen à visée K d'exérèse du colon et/ou rectum;Examen à visée K d'exérèse du colon et/ou rectum
HHSA001;HHSA00140;Fermeture de colostomie cutanée latérale, par abord direct;4;0;ADA;156.75 €;156.75 €;936;144 925 €;144 893 €;Chirurgie du côlon;Actes chirurgicaux
HHSA001;HHSA00110;Fermeture de colostomie cutanée latérale, par abord direct;1;0;ADC;234.68 €;223.89 €;978;230 433 €;230 189 €;Chirurgie du côlon;Actes chirurgicaux
HHSE001;HHSE00140;Hémostase de lésion du côlon avec laser, par rectosigmoïdoscopie ou par coloscopie partielle;4;0;ADA;57.91 €;57.91 €;190;11 960 €;11 960 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE001;HHSE00110;Hémostase de lésion du côlon avec laser, par rectosigmoïdoscopie ou par coloscopie partielle;1;0;ADC;101.91 €;101.91 €;337;30 501 €;29 856 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE002;HHSE00240;Hémostase de lésion du côlon sans laser, par coloscopie totale;4;0;ADA;57.55 €;57.55 €;4 716;282 394 €;282 094 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE002;HHSE00210;Hémostase de lésion du côlon sans laser, par coloscopie totale;1;0;ADC;171.72 €;171.72 €;4 927;517 400 €;517 241 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE003;HHSE00340;Hémostase de lésion du côlon avec laser, par coloscopie totale;4;0;ADA;59.39 €;59.39 €;473;30 469 €;30 432 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE003;HHSE00310;Hémostase de lésion du côlon avec laser, par coloscopie totale;1;0;ADC;172.86 €;172.86 €;498;73 289 €;73 279 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE004;HHSE00440;Hémostase de lésion du côlon sans laser, par rectosigmoïdoscopie ou par coloscopie partielle;4;0;ADA;53.89 €;53.89 €;478;24 357 €;24 357 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HHSE004;HHSE00410;Hémostase de lésion du côlon sans laser, par rectosigmoïdoscopie ou par coloscopie partielle;1;0;ADC;94.53 €;94.53 €;683;54 344 €;53 072 €;Intervention endoscopique de lésion du côlon;Actes chirurgicaux
HJAD001;HJAD00140;Dilatation ou incision de sténose anorectale;4;0;ADA;54.25 €;54.25 €;1 307;63 265 €;63 164 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJAD001;HJAD00110;Dilatation ou incision de sténose anorectale;1;0;ADC;86.06 €;66.05 €;1 711;105 894 €;98 936 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJBA001;HJBA00140;Plicature de la paroi antérieure du rectum, par abord périnéal;4;0;ADA;146.14 €;146.14 €;361;47 006 €;46 775 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJBA001;HJBA00110;Plicature de la paroi antérieure du rectum, par abord périnéal;1;0;ADC;240.35 €;227.19 €;360;67 456 €;67 456 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCA001;HJCA00140;Suture de plaie ou de perforation intrapéritonéale du rectum, par laparotomie;4;0;ADA;179.11 €;179.11 €;96;13 725 €;13 725 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCA001;HJCA00110;Suture de plaie ou de perforation intrapéritonéale du rectum, par laparotomie;1;0;ADC;273.67 €;241.76 €;103;22 296 €;22 296 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCC001;HJCC00140;Suture de plaie ou de perforation intrapéritonéale du rectum, par coelioscopie;4;0;ADA;197.62 €;197.62 €;69;12 078 €;12 078 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCC001;HJCC00110;Suture de plaie ou de perforation intrapéritonéale du rectum, par coelioscopie;1;0;ADC;249.57 €;239.88 €;71;14 641 €;14 641 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCD001;HJCD00140;Suture de plaie du rectum par voie anale, avec réparation du muscle sphincter externe de l'anus;4;0;ADA;145.14 €;145.14 €;25;3 832 €;3 832 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCD001;HJCD00110;Suture de plaie du rectum par voie anale, avec réparation du muscle sphincter externe de l'anus;1;0;ADC;299.91 €;239.42 €;27;7 419 €;7 419 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCD002;HJCD00240;Suture de plaie du rectum par voie anale, sans réparation du muscle sphincter externe de l'anus;4;0;ADA;94.94 €;94.94 €;90;7 438 €;7 438 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJCD002;HJCD00210;Suture de plaie du rectum par voie anale, sans réparation du muscle sphincter externe de l'anus;1;0;ADC;168.74 €;115.43 €;95;9 949 €;9 925 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJDA001;HJDA00140;Rectopexie, par laparotomie;4;0;ADA;151.64 €;151.64 €;279;37 851 €;37 840 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJDA001;HJDA00110;Rectopexie, par laparotomie;1;0;ADC;341.03 €;285.58 €;315;86 162 €;86 044 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJDC001;HJDC00140;Rectopexie, par coelioscopie;4;0;ADA;176.38 €;176.38 €;4 144;750 992 €;751 101 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJDC001;HJDC00110;Rectopexie, par coelioscopie;1;0;ADC;442.42 €;356.47 €;4 332;1 762 927 €;1 761 616 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJEA003;HJEA00310;Abaissement du rectum pour malformation anorectale haute, par laparotomie et par abord périnéal;1;0;ADC;546.60 €;546.60 €;1;591 €;591 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJEA004;HJEA00440;Abaissement du rectum pour malformation anorectale haute ou intermédiaire, par abord périnéal médian;4;0;ADA;360.53 €;360.53 €;2;779 €;779 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJEA004;HJEA00410;Abaissement du rectum pour malformation anorectale haute ou intermédiaire, par abord périnéal médian;1;0;ADC;526.03 €;526.03 €;2;1 199 €;1 199 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA001;HJFA00140;Résection rectocolique avec abaissement colique rétrorectal par laparotomie, avec anastomose colorectale par voie anale;4;0;ADA;386.75 €;386.75 €;66;26 394 €;26 394 €;Chirurgie du côlon;Actes chirurgicaux
HJFA001;HJFA00110;Résection rectocolique avec abaissement colique rétrorectal par laparotomie, avec anastomose colorectale par voie anale;1;0;ADC;805.42 €;756.10 €;64;55 012 €;55 002 €;Chirurgie du côlon;Actes chirurgicaux
HJFA002;HJFA00240;Résection rectosigmoïdienne avec anastomose colorectale infrapéritonéale, par laparotomie;4;0;ADA;374.48 €;374.48 €;1 735;670 935 €;670 431 €;Chirurgie du côlon;Actes chirurgicaux
HJFA002;HJFA00210;Résection rectosigmoïdienne avec anastomose colorectale infrapéritonéale, par laparotomie;1;0;ADC;687.98 €;687.98 €;1 825;1 390 875 €;1 389 753 €;Chirurgie du côlon;Actes chirurgicaux
HJFA003;HJFA00340;Exérèse de tumeur du rectum, par abord transsphinctérien;4;0;ADA;127.93 €;127.93 €;81;10 722 €;10 722 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA003;HJFA00310;Exérèse de tumeur du rectum, par abord transsphinctérien;1;0;ADC;264.46 €;177.57 €;88;17 051 €;17 041 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA004;HJFA00440;Résection rectosigmoïdienne avec anastomose colorectale infrapéritonéale, par coelioscopie ou par laparotomie avec préparation par coelioscopie;4;0;ADA;398.48 €;398.48 €;5 155;2 115 278 €;2 115 080 €;Chirurgie du côlon;Actes chirurgicaux
HJFA004;HJFA00410;Résection rectosigmoïdienne avec anastomose colorectale infrapéritonéale, par coelioscopie ou par laparotomie avec préparation par coelioscopie;1;0;ADC;753.67 €;742.20 €;5 294;4 326 977 €;4 325 985 €;Chirurgie du côlon;Actes chirurgicaux
HJFA005;HJFA00540;Amputation du rectum, par abord périnéal;4;0;ADA;236.97 €;236.97 €;26;6 562 €;6 562 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA005;HJFA00510;Amputation du rectum, par abord périnéal;1;0;ADC;527.50 €;463.23 €;28;14 772 €;14 772 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA006;HJFA00640;Résection rectosigmoïdienne par laparotomie, avec anastomose coloanale par voie anale ou par abord transsphinctérien;4;0;ADA;374.48 €;374.48 €;383;146 265 €;146 265 €;Chirurgie du côlon;Actes chirurgicaux
HJFA006;HJFA00610;Résection rectosigmoïdienne par laparotomie, avec anastomose coloanale par voie anale ou par abord transsphinctérien;1;0;ADC;818.19 €;763.50 €;414;353 729 €;353 718 €;Chirurgie du côlon;Actes chirurgicaux
HJFA007;HJFA00740;Amputation du rectum, par laparotomie et par abord périnéal;4;0;ADA;331.85 €;331.85 €;349;118 844 €;118 844 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA007;HJFA00710;Amputation du rectum, par laparotomie et par abord périnéal;1;0;ADC;827.40 €;681.07 €;376;300 845 €;300 845 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA008;HJFA00840;Résection circonférentielle de la muqueuse d'un prolapsus rectal et plicature de la musculeuse, par abord périnéal;4;0;ADA;134.89 €;134.89 €;196;29 057 €;29 057 €;Actes de proctologie;Actes chirurgicaux
HJFA008;HJFA00810;Résection circonférentielle de la muqueuse d'un prolapsus rectal et plicature de la musculeuse, par abord périnéal;1;0;ADC;256.66 €;192.75 €;207;47 187 €;47 149 €;Actes de proctologie;Actes chirurgicaux
HJFA009;HJFA00940;Résection circonférentielle de la muqueuse d'un prolapsus rectal et plicature de la musculeuse, avec réduction d'hédrocèle par abord périnéal;4;0;ADA;140.76 €;140.76 €;49;7 658 €;7 658 €;Actes de proctologie;Actes chirurgicaux
HJFA009;HJFA00910;Résection circonférentielle de la muqueuse d'un prolapsus rectal et plicature de la musculeuse, avec réduction d'hédrocèle par abord périnéal;1;0;ADC;282.18 €;207.56 €;52;12 858 €;12 848 €;Actes de proctologie;Actes chirurgicaux
HJFA010;HJFA01040;Exérèse de duplication du rectum, par abord transsacrococcygien [de Kraske];4;0;ADA;217.73 €;217.73 €;1;111 €;111 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA010;HJFA01010;Exérèse de duplication du rectum, par abord transsacrococcygien [de Kraske];1;0;ADC;389.95 €;383.46 €;4;1 513 €;1 513 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA011;HJFA01140;Résection rectosigmoïdienne dépassant le cul-de-sac de Douglas, sans rétablissement de la continuité, par laparotomie;4;0;ADA;290.88 €;290.88 €;606;183 339 €;183 206 €;Chirurgie du côlon;Actes chirurgicaux
HJFA011;HJFA01110;Résection rectosigmoïdienne dépassant le cul-de-sac de Douglas, sans rétablissement de la continuité, par laparotomie;1;0;ADC;478.98 €;478.98 €;627;332 120 €;331 886 €;Chirurgie du côlon;Actes chirurgicaux
HJFA012;HJFA01240;Proctectomie secondaire par laparotomie avec anastomose iléoanale par voie transanale, après colectomie totale initiale;4;0;ADA;374.48 €;374.48 €;10;3 534 €;3 534 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA012;HJFA01210;Proctectomie secondaire par laparotomie avec anastomose iléoanale par voie transanale, après colectomie totale initiale;1;0;ADC;882.71 €;800.92 €;11;9 713 €;9 713 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA013;HJFA01340;Résection d'une fistule rectovaginale acquise, avec fermeture en un temps par suture musculaire et lambeau d'avancement, par abord périnéal;4;0;ADA;130.04 €;130.04 €;56;7 069 €;7 069 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA013;HJFA01310;Résection d'une fistule rectovaginale acquise, avec fermeture en un temps par suture musculaire et lambeau d'avancement, par abord périnéal;1;0;ADC;297.56 €;277.92 €;60;17 541 €;17 541 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA014;HJFA01440;Exérèse de moignon rectal résiduel, par abord périnéal;4;0;ADA;217.73 €;217.73 €;32;6 796 €;6 796 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA014;HJFA01410;Exérèse de moignon rectal résiduel, par abord périnéal;1;0;ADC;374.48 €;374.48 €;35;13 487 €;13 487 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA015;HJFA01540;Résection rectocolique totale pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par laparotomie ou par voie anale;4;0;ADA;436.77 €;436.77 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA015;HJFA01510;Résection rectocolique totale pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par laparotomie ou par voie anale;1;0;ADC;692.69 €;602.94 €;3;727 €;708 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA016;HJFA01640;Résection rectocolique subtotale pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par laparotomie ou par voie anale;4;0;ADA;420.64 €;420.64 €;1;427 €;427 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA016;HJFA01610;Résection rectocolique subtotale pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par laparotomie ou par voie anale;1;0;ADC;563.45 €;563.45 €;1;675 €;675 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA017;HJFA01740;Résection rectosigmoïdienne par coelioscopie ou par laparotomie avec préparation par coelioscopie, avec anastomose coloanale par voie anale;4;0;ADA;398.48 €;398.48 €;827;340 405 €;340 321 €;Chirurgie du côlon;Actes chirurgicaux
HJFA017;HJFA01710;Résection rectosigmoïdienne par coelioscopie ou par laparotomie avec préparation par coelioscopie, avec anastomose coloanale par voie anale;1;0;ADC;847.96 €;796.90 €;880;787 784 €;787 419 €;Chirurgie du côlon;Actes chirurgicaux
HJFA018;HJFA01840;Exérèse de tumeur du rectum, par abord transsacrococcygien [de Kraske];4;0;ADA;221.21 €;221.21 €;17;4 066 €;4 066 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA018;HJFA01810;Exérèse de tumeur du rectum, par abord transsacrococcygien [de Kraske];1;0;ADC;483.54 €;437.73 €;19;9 426 €;9 426 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA019;HJFA01940;Amputation du rectum, par coelioscopie ou par laparotomie avec préparation par coelioscopie et par abord périnéal;4;0;ADA;347.78 €;347.78 €;372;133 469 €;133 116 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA019;HJFA01910;Amputation du rectum, par coelioscopie ou par laparotomie avec préparation par coelioscopie et par abord périnéal;1;0;ADC;945.81 €;765.87 €;383;339 531 €;338 703 €;Autres Actes de Chirurgie;Actes chirurgicaux
HJFA020;HJFA02040;Résection rectosigmoïdienne pour aganglionose congénitale par laparotomie, avec rétablissement de la continuité par voie anale;4;0;ADA;376.29 €;376.29 €;2;811 €;811 €;Autres Actes de Chirurgie;Actes chirurgicaux
